 C-CE-0.054553    0   10.46200000  -30.01000000  -30.47100000 H
 C-CD-0.033258    0   11.23700000  -29.45300000  -29.29000000 H
 C-CD--0.052687   0   11.20900000  -28.09900000  -28.96400000 H
 C-CC--0.213693   0   11.91900000  -27.59700000  -27.88200000 H
 C-CC-0.292168    0   12.68400000  -28.44500000  -27.09500000 H
 C-CC--0.213693   0   12.73000000  -29.79900000  -27.40700000 H
 C-CD--0.052687   0   12.01200000  -30.29600000  -28.49400000 H
 C-CA-0.033258    0   10.53300000  -31.47800000  -30.79800000 H
 C-CA--0.052687   0   11.73600000  -32.03000000  -31.22700000 H
 C-CA--0.213693   0   11.82000000  -33.38000000  -31.53900000 H
 C-CA-0.292168    0   10.69500000  -34.18700000  -31.43400000 H
 C-CA--0.213693   0    9.48800000  -33.64400000  -31.00300000 H
 C-CA--0.052687   0    9.40700000  -32.28900000  -30.69000000 H
 C-CA-0.033258    0    9.60100000  -29.16400000  -31.38400000 H
 C-CA--0.052687   0    9.56600000  -29.45100000  -32.74600000 H
 C-CA--0.213693   0    8.77800000  -28.69600000  -33.61200000 H
 C-CA-0.292168    0    8.01000000  -27.64600000  -33.12000000 H
 C-CA--0.213693   0    8.03500000  -27.35800000  -31.76400000 H
 C-CA--0.052687   0    8.81700000  -28.11600000  -30.90400000 H
 C-C3--0.105584   0   14.18300000  -28.81700000  -25.20200000 H
 C-C3--0.105584   0   13.30900000  -26.52100000  -25.73200000 H
 C-C3--0.105584   0    9.73600000  -36.21200000  -32.48900000 H
 C-C3--0.105584   0   11.98000000  -36.29500000  -31.35700000 H
 C-C3--0.105584   0    6.75100000  -25.56300000  -33.54200000 H
 C-C3--0.105584   0    6.82500000  -27.38200000  -35.28300000 H
 N-NH--0.208917   0   13.37500000  -27.94300000  -26.03800000 H
 N-NH--0.208917   0   10.79600000  -35.54700000  -31.74800000 H
 N-NH--0.208917   0    7.20900000  -26.87500000  -33.97300000 H
 H-H1-0.084826    0    7.60100000  -27.22100000  -36.04400000 H
 H-H1-0.084826    0    6.60200000  -28.45100000  -35.23200000 H
 H-H1-0.084826    0    5.91900000  -26.86800000  -35.61100000 H
 H-H1-0.084826    0    5.87000000  -25.61300000  -32.88700000 H
 H-H1-0.084826    0    7.54700000  -25.02700000  -33.01900000 H
 H-H1-0.084826    0    6.47900000  -24.97700000  -34.42200000 H
 H-H1-0.084826    0   12.69100000  -36.45000000  -32.18300000 H
 H-H1-0.084826    0   12.49500000  -35.78000000  -30.54500000 H
 H-H1-0.084826    0   11.68100000  -37.28400000  -30.99000000 H
 H-H1-0.084826    0    9.14900000  -36.90600000  -31.87000000 H
 H-H1-0.084826    0    9.06100000  -35.47000000  -32.91700000 H
 H-H1-0.084826    0   10.16600000  -36.78900000  -33.31800000 H
 H-H1-0.084826    0   13.69900000  -25.91200000  -26.55500000 H
 H-H1-0.084826    0   12.28300000  -26.20200000  -25.51400000 H
 H-H1-0.084826    0   13.91600000  -26.31800000  -24.85100000 H
 H-H1-0.084826    0   13.57300000  -29.59200000  -24.72300000 H
 H-H1-0.084826    0   14.97700000  -29.30600000  -25.77900000 H
 H-H1-0.084826    0   14.65400000  -28.22800000  -24.41700000 H
 H-HA-0.078402    0    8.73600000  -27.93600000  -29.83900000 H
 H-HA-0.138404    0    7.39200000  -26.59200000  -31.34900000 H
 H-HA-0.138404    0    8.80200000  -28.91500000  -34.67200000 H
 H-HA-0.078402    0   10.17400000  -30.25500000  -33.14500000 H
 H-HA-0.078402    0    8.46700000  -31.87100000  -30.34300000 H
 H-HA-0.138404    0    8.62000000  -34.28000000  -30.87300000 H
 H-HA-0.138404    0   12.75000000  -33.79100000  -31.91600000 H
 H-HA-0.078402    0   12.61200000  -31.39800000  -31.33700000 H
 H-HA-0.078402    0   12.04100000  -31.36000000  -28.69600000 H
 H-HA-0.138404    0   13.31300000  -30.49000000  -26.81400000 H
 H-HA-0.138404    0   11.87700000  -26.53500000  -27.69000000 H
 H-HA-0.078402    0   10.69300000  -27.39100000  -29.59700000 H
