 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000
 0.414839, 0.414839, 0.630851, 0.584517, 0.551434, 0.534035, 0.505183, 0.489446, 0.478286, 0.466784, 0.666728, 0.644523, 0.626518, 0.609809, 0.598406, 0.582701, 0.573377, 0.563733, 0.711743, 0.684247, 0.649672, 0.633609, 0.619068, 0.612972, 0.611397, 0.611397, 0.609809, 0.608207, 0.611397, 0.623573, 0.625052, 0.619068, 0.616085, 0.609809, 0.606593, 0.603324
 0.503918, 0.503918, 0.710032, 0.668413, 0.637872, 0.621525, 0.593970, 0.578702, 0.567771, 0.556412, 0.741369, 0.722064, 0.706196, 0.691295, 0.681028, 0.666754, 0.658207, 0.649307, 0.779634, 0.756398, 0.726566, 0.712469, 0.699573, 0.694129, 0.692718, 0.692718, 0.691295, 0.689858, 0.692718, 0.703582, 0.704895, 0.699573, 0.696912, 0.691295, 0.688408, 0.685466
 0.576682, 0.576682, 0.766568, 0.729977, 0.702583, 0.687727, 0.662375, 0.648155, 0.637898, 0.627172, 0.793571, 0.776990, 0.763230, 0.750198, 0.741157, 0.728502, 0.720875, 0.712895, 0.825927, 0.806359, 0.780873, 0.768684, 0.757451, 0.752685, 0.751448, 0.751448, 0.750198, 0.748936, 0.751448, 0.760952, 0.762097, 0.757451, 0.755123, 0.750198, 0.747661, 0.745072
 0.618567, 0.618567, 0.796301, 0.762930, 0.737678, 0.723886, 0.700189, 0.686809, 0.677117, 0.666947, 0.820669, 0.805732, 0.793274, 0.781422, 0.773169, 0.761575, 0.754565, 0.747211, 0.849583, 0.832134, 0.809237, 0.798219, 0.788025, 0.783688, 0.782561, 0.782561, 0.781422, 0.780272, 0.782561, 0.791206, 0.792245, 0.788025, 0.785907, 0.781422, 0.779109, 0.776745
 0.694384, 0.694384, 0.845608, 0.818473, 0.797568, 0.786011, 0.765922, 0.754447, 0.746074, 0.737233, 0.865077, 0.853178, 0.843170, 0.833578, 0.826858, 0.817360, 0.811585, 0.805498, 0.887810, 0.874138, 0.855980, 0.847151, 0.838930, 0.835417, 0.834503, 0.834503, 0.833578, 0.832643, 0.834503, 0.841501, 0.842340, 0.838930, 0.837216, 0.833578, 0.831698, 0.829774
 0.739505, 0.739505, 0.872502, 0.849251, 0.831159, 0.821090, 0.803471, 0.793339, 0.785917, 0.778050, 0.889025, 0.878942, 0.870423, 0.862226, 0.856464, 0.848292, 0.843307, 0.838041, 0.908151, 0.896670, 0.881320, 0.873816, 0.866804, 0.863800, 0.863018, 0.863018, 0.862226, 0.861426, 0.863018, 0.868999, 0.869715, 0.866804, 0.865339, 0.862226, 0.860615, 0.858966
 0.773301, 0.773301, 0.891573, 0.871287, 0.855389, 0.846498, 0.830866, 0.821834, 0.815196, 0.808142, 0.905891, 0.897163, 0.889766, 0.882628, 0.877597, 0.870447, 0.866075, 0.861448, 0.922364, 0.912488, 0.899225, 0.892715, 0.886617, 0.884000, 0.883318, 0.883318, 0.882628, 0.881929, 0.883318, 0.888527, 0.889150, 0.886617, 0.885341, 0.882628, 0.881222, 0.879783
 0.809824, 0.809824, 0.911229, 0.894184, 0.880727, 0.873163, 0.859796, 0.852033, 0.846310, 0.840212, 0.923175, 0.915901, 0.909716, 0.903730, 0.899501, 0.893474, 0.889781, 0.885865, 0.936833, 0.928656, 0.917621, 0.912184, 0.907077, 0.904882, 0.904309, 0.904309, 0.903730, 0.903143, 0.904309, 0.908679, 0.909200, 0.907077, 0.906007, 0.903730, 0.902549, 0.901339
 0.354368, 0.354368, 0.569539, 0.521348, 0.487645, 0.470149, 0.441478, 0.426017, 0.415127, 0.403968, 0.607669, 0.583984, 0.564983, 0.547509, 0.535672, 0.519483, 0.509935, 0.500107, 0.656552, 0.626554, 0.589452, 0.572445, 0.557173, 0.550805, 0.549163, 0.549163, 0.547509, 0.545842, 0.549163, 0.561892, 0.563443, 0.557173, 0.554054, 0.547509, 0.544163, 0.540768
 0.391000, 0.391000, 0.607486, 0.560263, 0.526813, 0.509309, 0.480415, 0.464725, 0.453628, 0.442217, 0.644354, 0.621504, 0.603052, 0.585986, 0.574373, 0.558422, 0.548975, 0.539222, 0.690990, 0.662454, 0.626793, 0.610311, 0.595435, 0.589212, 0.587606, 0.587606, 0.585986, 0.584354, 0.587606, 0.600040, 0.601552, 0.595435, 0.592389, 0.585986, 0.582708, 0.579378
 0.422609, 0.422609, 0.638254, 0.592249, 0.559318, 0.541971, 0.513162, 0.497426, 0.486257, 0.474738, 0.673784, 0.651803, 0.633958, 0.617378, 0.606054, 0.590443, 0.581168, 0.571568, 0.718249, 0.691104, 0.656903, 0.640989, 0.626567, 0.620518, 0.618955, 0.618955, 0.617378, 0.615788, 0.618955, 0.631037, 0.632504, 0.626567, 0.623608, 0.617378, 0.614185, 0.610939
 0.453616, 0.453616, 0.666810, 0.622287, 0.590103, 0.573043, 0.544546, 0.528893, 0.517746, 0.506216, 0.700850, 0.679826, 0.662674, 0.646670, 0.635701, 0.620529, 0.611487, 0.602106, 0.743033, 0.717336, 0.684714, 0.669441, 0.655548, 0.649706, 0.648194, 0.648194, 0.646670, 0.645132, 0.648194, 0.659859, 0.661273, 0.655548, 0.652691, 0.646670, 0.643580, 0.640436
 0.475768, 0.475768, 0.686296, 0.642983, 0.611461, 0.594680, 0.566534, 0.551014, 0.539935, 0.528453, 0.719184, 0.698895, 0.682287, 0.666745, 0.656068, 0.641266, 0.632425, 0.623239, 0.759668, 0.735041, 0.703618, 0.688845, 0.675372, 0.669697, 0.668228, 0.668228, 0.666745, 0.665249, 0.668228, 0.679557, 0.680928, 0.675372, 0.672597, 0.666745, 0.663740, 0.660680
 0.507698, 0.507698, 0.713135, 0.671756, 0.641357, 0.625075, 0.597612, 0.582384, 0.571478, 0.560141, 0.744258, 0.725088, 0.709324, 0.694512, 0.684304, 0.670106, 0.661601, 0.652743, 0.782221, 0.759173, 0.729560, 0.715557, 0.702741, 0.697330, 0.695928, 0.695928, 0.694512, 0.693084, 0.695928, 0.706726, 0.708031, 0.702741, 0.700096, 0.694512, 0.691642, 0.688717
 0.527482, 0.527482, 0.729069, 0.688985, 0.659373, 0.643454, 0.616511, 0.601522, 0.590764, 0.579562, 0.759046, 0.740599, 0.725387, 0.711061, 0.701167, 0.687381, 0.679109, 0.670481, 0.795418, 0.773362, 0.744907, 0.731406, 0.719024, 0.713789, 0.712431, 0.712431, 0.711061, 0.709677, 0.712431, 0.722877, 0.724138, 0.719024, 0.716466, 0.711061, 0.708281, 0.705446
 0.548635, 0.548635, 0.745551, 0.706925, 0.678224, 0.662735, 0.636426, 0.621738, 0.611172, 0.600151, 0.774269, 0.756614, 0.742014, 0.728230, 0.718692, 0.705375, 0.697368, 0.689006, 0.808922, 0.787933, 0.760742, 0.747795, 0.735896, 0.730857, 0.729550, 0.729550, 0.728230, 0.726897, 0.729550, 0.739601, 0.740813, 0.735896, 0.733434, 0.728230, 0.725551, 0.722819
 0.287118, 0.287118, 0.492611, 0.444212, 0.411212, 0.394347, 0.367096, 0.352595, 0.342463, 0.332148, 0.531955, 0.507405, 0.487973, 0.470305, 0.458446, 0.442368, 0.432960, 0.423334, 0.583811, 0.551797, 0.513039, 0.495577, 0.480052, 0.473623, 0.471970, 0.471970, 0.470305, 0.468630, 0.471970, 0.484834, 0.486408, 0.480052, 0.476900, 0.470305, 0.466945, 0.463542
 0.327143, 0.327143, 0.539600, 0.491053, 0.457436, 0.440093, 0.411830, 0.396670, 0.386026, 0.375148, 0.578419, 0.554264, 0.534986, 0.517336, 0.505423, 0.489185, 0.479638, 0.469834, 0.628720, 0.597780, 0.559827, 0.542546, 0.527087, 0.520660, 0.519003, 0.519003, 0.517336, 0.515656, 0.519003, 0.531858, 0.533427, 0.527087, 0.523938, 0.517336, 0.513965, 0.510548
 0.382283, 0.382283, 0.598687, 0.551188, 0.517642, 0.500120, 0.471247, 0.455593, 0.444534, 0.433170, 0.635886, 0.612819, 0.594220, 0.577041, 0.565363, 0.549339, 0.539858, 0.530077, 0.683087, 0.654185, 0.618155, 0.601534, 0.586550, 0.580287, 0.578670, 0.578670, 0.577041, 0.575398, 0.578670, 0.591186, 0.592709, 0.586550, 0.583484, 0.577041, 0.573744, 0.570395
 0.409946, 0.409946, 0.626136, 0.579605, 0.546435, 0.529008, 0.500135, 0.484401, 0.473250, 0.461762, 0.662226, 0.639883, 0.621782, 0.604994, 0.593544, 0.577783, 0.568431, 0.558760, 0.707583, 0.679869, 0.645062, 0.628909, 0.614295, 0.608171, 0.606589, 0.606589, 0.604994, 0.603385, 0.606589, 0.618822, 0.620308, 0.614295, 0.611298, 0.604994, 0.601764, 0.598482
 0.436228, 0.436228, 0.650987, 0.605600, 0.572970, 0.555734, 0.527035, 0.511320, 0.500150, 0.488615, 0.685882, 0.664310, 0.646759, 0.630420, 0.619244, 0.603814, 0.594634, 0.585122, 0.729360, 0.702843, 0.669320, 0.653678, 0.639479, 0.633517, 0.631975, 0.631975, 0.630420, 0.628852, 0.631975, 0.643883, 0.645327, 0.639479, 0.636562, 0.630420, 0.627271, 0.624067
 0.447616, 0.447616, 0.661404, 0.616574, 0.584228, 0.567103, 0.538529, 0.522850, 0.511692, 0.500157, 0.695744, 0.674528, 0.657235, 0.641113, 0.630070, 0.614806, 0.605714, 0.596286, 0.738378, 0.712396, 0.679459, 0.664056, 0.650055, 0.644170, 0.642648, 0.642648, 0.641113, 0.639564, 0.642648, 0.654399, 0.655823, 0.650055, 0.647177, 0.641113, 0.638002, 0.634837
 0.450596, 0.450596, 0.664096, 0.619417, 0.587151, 0.570058, 0.541520, 0.525854, 0.514701, 0.503169, 0.698287, 0.677167, 0.659944, 0.643879, 0.632873, 0.617654, 0.608587, 0.599182, 0.740698, 0.714857, 0.682076, 0.666738, 0.652790, 0.646926, 0.645409, 0.645409, 0.643879, 0.642336, 0.645409, 0.657118, 0.658537, 0.652790, 0.649922, 0.643879, 0.640779, 0.637624
