 0.450596, 0.450596, 0.664096, 0.619417, 0.587151, 0.570058, 0.541520, 0.525854, 0.514701, 0.503169, 0.698287, 0.677167, 0.659944, 0.643879, 0.632873, 0.617654, 0.608587, 0.599182, 0.740698, 0.714857, 0.682076, 0.666738, 0.652790, 0.646926, 0.645409, 0.645409, 0.643879, 0.642336, 0.645409, 0.657118, 0.658537, 0.652790, 0.649922, 0.643879, 0.640779, 0.637624
 0.453616, 0.453616, 0.666810, 0.622287, 0.590103, 0.573043, 0.544546, 0.528893, 0.517746, 0.506216, 0.700850, 0.679826, 0.662674, 0.646670, 0.635701, 0.620529, 0.611487, 0.602106, 0.743033, 0.717336, 0.684714, 0.669441, 0.655548, 0.649706, 0.648194, 0.648194, 0.646670, 0.645132, 0.648194, 0.659859, 0.661273, 0.655548, 0.652691, 0.646670, 0.643580, 0.640436
 0.456676, 0.456676, 0.669546, 0.625184, 0.593085, 0.576060, 0.547605, 0.531967, 0.520827, 0.509301, 0.703431, 0.682507, 0.665428, 0.649485, 0.638554, 0.623431, 0.614415, 0.605059, 0.745382, 0.719832, 0.687372, 0.672166, 0.658330, 0.652510, 0.651004, 0.651004, 0.649485, 0.647952, 0.651004, 0.662624, 0.664032, 0.658330, 0.655483, 0.649485, 0.646406, 0.643273
 0.450596, 0.450596, 0.664096, 0.619417, 0.587151, 0.570058, 0.541520, 0.525854, 0.514701, 0.503169, 0.698287, 0.677167, 0.659944, 0.643879, 0.632873, 0.617654, 0.608587, 0.599182, 0.740698, 0.714857, 0.682076, 0.666738, 0.652790, 0.646926, 0.645409, 0.645409, 0.643879, 0.642336, 0.645409, 0.657118, 0.658537, 0.652790, 0.649922, 0.643879, 0.640779, 0.637624
 0.427953, 0.427953, 0.643287, 0.597518, 0.564700, 0.547393, 0.518622, 0.502892, 0.491721, 0.480194, 0.678571, 0.656749, 0.639017, 0.622530, 0.611262, 0.595720, 0.586481, 0.576914, 0.722652, 0.695752, 0.661814, 0.646005, 0.631669, 0.625653, 0.624098, 0.624098, 0.622530, 0.620948, 0.624098, 0.636113, 0.637571, 0.631669, 0.628726, 0.622530, 0.619353, 0.616123
 0.425265, 0.425265, 0.640761, 0.594872, 0.561996, 0.544669, 0.515877, 0.500144, 0.488974, 0.477450, 0.676169, 0.654267, 0.636478, 0.619943, 0.608647, 0.593070, 0.583812, 0.574228, 0.720444, 0.693420, 0.659349, 0.643487, 0.629108, 0.623075, 0.621516, 0.621516, 0.619943, 0.618357, 0.621516, 0.633565, 0.635027, 0.629108, 0.626156, 0.619943, 0.616759, 0.613520
 0.436228, 0.436228, 0.650987, 0.605600, 0.572970, 0.555734, 0.527035, 0.511320, 0.500150, 0.488615, 0.685882, 0.664310, 0.646759, 0.630420, 0.619244, 0.603814, 0.594634, 0.585122, 0.729360, 0.702843, 0.669320, 0.653678, 0.639479, 0.633517, 0.631975, 0.631975, 0.630420, 0.628852, 0.631975, 0.643883, 0.645327, 0.639479, 0.636562, 0.630420, 0.627271, 0.624067
 0.441773, 0.441773, 0.656085, 0.610965, 0.578470, 0.561285, 0.532643, 0.516944, 0.505779, 0.494242, 0.690712, 0.669312, 0.651885, 0.635650, 0.624538, 0.609187, 0.600049, 0.590577, 0.733781, 0.707523, 0.674283, 0.658757, 0.644653, 0.638728, 0.637196, 0.637196, 0.635650, 0.634091, 0.637196, 0.649028, 0.650462, 0.644653, 0.641755, 0.635650, 0.632519, 0.629334
 0.453616, 0.453616, 0.666810, 0.622287, 0.590103, 0.573043, 0.544546, 0.528893, 0.517746, 0.506216, 0.700850, 0.679826, 0.662674, 0.646670, 0.635701, 0.620529, 0.611487, 0.602106, 0.743033, 0.717336, 0.684714, 0.669441, 0.655548, 0.649706, 0.648194, 0.648194, 0.646670, 0.645132, 0.648194, 0.659859, 0.661273, 0.655548, 0.652691, 0.646670, 0.643580, 0.640436
 0.459778, 0.459778, 0.672305, 0.628107, 0.596097, 0.579109, 0.550699, 0.535077, 0.523945, 0.512423, 0.706031, 0.685208, 0.668204, 0.652324, 0.641433, 0.626360, 0.617371, 0.608042, 0.747746, 0.722345, 0.690051, 0.674914, 0.661135, 0.655338, 0.653837, 0.653837, 0.652324, 0.650797, 0.653837, 0.665412, 0.666814, 0.661135, 0.658299, 0.652324, 0.649257, 0.646136
 0.466111, 0.466111, 0.677892, 0.634037, 0.602214, 0.585304, 0.556992, 0.541407, 0.530293, 0.518785, 0.711290, 0.690676, 0.673826, 0.658078, 0.647270, 0.632302, 0.623370, 0.614095, 0.752520, 0.727424, 0.695472, 0.680477, 0.666817, 0.661068, 0.659579, 0.659579, 0.658078, 0.656563, 0.659579, 0.671059, 0.672448, 0.666817, 0.664005, 0.658078, 0.655035, 0.651938
